7.59273;-31.8763
7.68;-31.8816
7.76727;-31.8951
7.85455;-31.9106
7.94182;-31.9259
8.02909;-31.9412
8.11636;-31.9562
8.20364;-31.9712
8.29091;-31.986
8.37818;-32.0008
8.46545;-32.0163
8.55273;-32.0318
8.64;-32.0471
8.72727;-32.0623
8.81455;-32.0773
8.90182;-32.0965
8.98909;-32.1162
9.07636;-32.1362
9.16364;-32.1566
9.25091;-32.1767
9.33818;-32.1972
9.42545;-32.232
9.51273;-32.2663
9.6;-32.3
9.68727;-32.3329
9.77455;-32.3648
9.86182;-32.3954
9.94909;-32.4239
10.0364;-32.4459
10.1236;-32.5301
10.2109;-32.6935
10.2982;-32.9105
10.3855;-32.9289
10.4727;-28.214
10.56;-28.8147
10.6473;-29.3606
10.7345;-29.9593
10.8218;-30.6234
10.9091;-31.3552
10.9964;-32.1546
11.0836;-33.0254
11.1709;-33.9608
11.2582;-34.9523
11.3455;-35.9433
11.4327;-35.8937
11.52;-35.8441
11.6073;-35.7945
11.6945;-35.745
11.7818;-35.6956
11.8691;-35.6465
11.9564;-35.5977
12.0436;-35.5501
12.1309;-35.5036
12.2182;-35.4575
12.3055;-35.4117
12.3927;-35.3663
12.48;-35.3213
12.5673;-35.2767
12.6545;-35.2326
12.7418;-35.189
12.8291;-35.1458
12.9164;-35.1031
13.0036;-35.0608
13.0909;-35.0222
13.1782;-34.9866
13.2655;-34.9581
13.3527;-34.9308
13.44;-34.9039
13.5273;-34.8775
13.6145;-34.576
13.7018;-33.7507
13.7891;-32.9734
13.8764;-32.2537
13.9636;-31.5951
14.0509;-30.999
14.1382;-30.466
14.2255;-29.9962
14.3127;-29.5895
14.4;-29.2454
